15,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
16,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
17,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
18,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
19,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
20,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
21,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
22,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
23,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
24,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
25,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
26,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
27,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
28,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
29,100,0.12,0.13,0.17,0.23,0.32,0.14,0.16,0.17,0.19,0.27
30,100,0.12,0.13,0.18,0.24,0.34,0.15,0.16,0.17,0.20,0.29
31,100,0.13,0.14,0.18,0.25,0.35,0.16,0.17,0.18,0.21,0.30
32,100,0.13,0.15,0.19,0.27,0.37,0.16,0.18,0.19,0.22,0.31
33,100,0.14,0.15,0.20,0.28,0.39,0.17,0.19,0.20,0.23,0.33
34,100,0.15,0.16,0.21,0.29,0.41,0.18,0.20,0.21,0.24,0.35
35,100,0.16,0.18,0.23,0.32,0.45,0.20,0.22,0.23,0.27,0.38
36,100,0.17,0.19,0.25,0.34,0.47,0.21,0.23,0.24,0.28,0.40
37,100,0.18,0.20,0.26,0.35,0.49,0.22,0.24,0.26,0.30,0.42
38,100,0.19,0.20,0.27,0.37,0.52,0.23,0.25,0.27,0.31,0.44
39,100,0.20,0.22,0.28,0.39,0.54,0.24,0.26,0.28,0.33,0.46
40,100,0.22,0.24,0.32,0.44,0.61,0.27,0.29,0.31,0.36,0.51
41,100,0.24,0.27,0.35,0.49,0.67,0.30,0.33,0.35,0.40,0.57
42,100,0.27,0.30,0.39,0.54,0.75,0.33,0.36,0.39,0.45,0.64
43,100,0.30,0.33,0.43,0.60,0.83,0.36,0.40,0.43,0.50,0.70
44,100,0.32,0.36,0.47,0.65,0.90,0.39,0.43,0.46,0.54,0.76
45,100,0.35,0.38,0.50,0.69,0.96,0.42,0.46,0.50,0.58,0.81
46,100,0.38,0.42,0.55,0.76,1.05,0.46,0.51,0.55,0.63,0.89
47,100,0.42,0.46,0.60,0.83,1.15,0.51,0.56,0.60,0.69,0.98
48,100,0.46,0.50,0.66,0.91,1.26,0.55,0.61,0.66,0.76,1.07
49,100,0.50,0.55,0.72,0.99,1.38,0.60,0.66,0.72,0.83,1.17
50,100,0.54,0.60,0.79,1.08,1.51,0.66,0.72,0.78,0.90,1.27
51,100,0.59,0.65,0.86,1.18,1.64,0.72,0.79,0.85,0.98,1.39
52,100,0.64,0.71,0.93,1.28,1.78,0.78,0.86,0.92,1.07,1.51
53,100,0.70,0.77,1.01,1.39,1.93,0.85,0.93,1.00,1.16,1.64
54,100,0.76,0.83,1.10,1.51,2.10,0.92,1.01,1.09,1.26,1.78
55,100,0.82,0.90,1.19,1.64,2.27,1.00,1.09,1.18,1.36,1.92
56,100,0.86,0.95,1.25,1.72,2.39,1.04,1.15,1.24,1.43,2.02
57,100,0.90,0.99,1.31,1.80,2.50,1.09,1.20,1.30,1.50,2.11
58,100,0.29,0.32,0.41,0.57,0.79,0.35,0.38,0.41,0.48,0.68
59,100,0.30,0.34,0.44,0.61,0.85,0.37,0.41,0.44,0.51,0.72
60,100,0.33,0.36,0.48,0.65,0.91,0.40,0.44,0.48,0.55,0.77
61,100,0.35,0.39,0.51,0.70,0.98,0.43,0.47,0.51,0.59,0.83
62,100,0.36,0.40,0.52,0.72,1.00,0.44,0.49,0.52,0.60,0.85
63,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
64,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
65,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
66,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
67,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
68,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
69,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
