15,400,80,0.35,0.07,0.25,0.05,0.20,0.04
16,400,80,0.35,0.07,0.25,0.05,0.20,0.04
17,400,80,0.35,0.07,0.25,0.05,0.20,0.04
18,400,80,0.35,0.07,0.25,0.05,0.20,0.04
19,800,160,0.80,0.16,0.55,0.11,0.45,0.09
20,1200,240,1.35,0.27,0.95,0.19,0.80,0.16
21,1375,275,2.00,0.40,1.40,0.28,1.15,0.23
22,1375,275,2.30,0.46,1.60,0.32,1.35,0.27
23,1375,275,2.45,0.49,1.70,0.34,1.40,0.28
24,1375,275,2.80,0.56,1.95,0.39,1.60,0.32
25,2125,425,5.45,1.09,3.80,0.76,3.15,0.63
26,2125,425,6.20,1.24,4.35,0.87,3.60,0.72
27,2125,425,7.35,1.47,5.15,1.03,4.25,0.85
28,2125,425,8.60,1.72,6.00,1.20,5.00,1.00
29,2125,425,10.20,2.04,7.15,1.43,5.95,1.19
30,2125,425,12.25,2.45,8.55,1.71,7.10,1.42
31,2125,425,13.30,2.66,9.30,1.86,7.70,1.54
32,2125,425,13.30,2.66,9.30,1.86,7.70,1.54
33,2125,425,13.30,2.66,9.30,1.86,7.70,1.54
34,2125,425,13.30,2.66,9.30,1.86,7.70,1.54
35,2125,425,18.75,3.75,13.10,2.62,10.85,2.17
36,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
37,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
38,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
39,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
40,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
41,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
42,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
43,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
44,2125,425,19.30,3.86,13.50,2.70,11.20,2.24
45,2250,450,14.60,2.92,10.20,2.04,8.45,1.69
46,2250,450,14.60,2.92,10.20,2.04,8.45,1.69
47,2250,450,14.60,2.92,10.20,2.04,8.45,1.69
48,2250,450,14.60,2.92,10.20,2.04,8.45,1.69
49,2250,450,14.60,2.92,10.20,2.04,8.45,1.69
50,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
51,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
52,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
53,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
54,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
55,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
56,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
57,2000,400,12.45,2.49,8.70,1.74,7.20,1.44
58,2000,400,8.35,1.67,5.85,1.17,4.85,0.97
59,2000,400,9.85,1.97,6.90,1.38,5.75,1.15
60,1975,395,11.45,2.29,8.00,1.60,6.65,1.33
61,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
62,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
63,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
64,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
65,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
66,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
67,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
68,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
69,1975,395,12.15,2.43,8.50,1.70,7.05,1.41
