15,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
16,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
17,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
18,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
19,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
20,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
21,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
22,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
23,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
24,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
25,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
26,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
27,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
28,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
29,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
30,100,0.17,0.19,0.25,0.35,0.48,0.21,0.23,0.25,0.29,0.41
31,100,0.18,0.20,0.27,0.37,0.51,0.22,0.25,0.26,0.31,0.43
32,100,0.19,0.21,0.28,0.38,0.53,0.23,0.26,0.28,0.32,0.45
33,100,0.20,0.22,0.29,0.40,0.56,0.25,0.27,0.29,0.34,0.47
34,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.30,0.35,0.50
35,100,0.23,0.26,0.34,0.46,0.64,0.28,0.31,0.34,0.39,0.55
36,100,0.24,0.27,0.35,0.49,0.68,0.30,0.33,0.35,0.41,0.57
37,100,0.26,0.28,0.37,0.51,0.71,0.31,0.34,0.37,0.43,0.60
38,100,0.27,0.29,0.39,0.54,0.74,0.33,0.36,0.39,0.45,0.63
39,100,0.28,0.31,0.41,0.56,0.78,0.34,0.38,0.41,0.47,0.66
40,100,0.29,0.33,0.43,0.59,0.82,0.36,0.39,0.42,0.49,0.69
41,100,0.31,0.34,0.45,0.62,0.86,0.38,0.41,0.45,0.51,0.73
42,100,0.32,0.36,0.47,0.65,0.90,0.39,0.43,0.47,0.54,0.76
43,100,0.34,0.37,0.49,0.68,0.94,0.41,0.46,0.49,0.56,0.80
44,100,0.35,0.39,0.51,0.70,0.97,0.43,0.47,0.50,0.58,0.82
45,100,0.36,0.39,0.52,0.71,0.99,0.43,0.48,0.51,0.59,0.84
46,100,0.37,0.41,0.54,0.75,1.04,0.45,0.50,0.54,0.62,0.88
47,100,0.39,0.43,0.57,0.78,1.09,0.48,0.52,0.56,0.65,0.92
48,100,0.41,0.45,0.60,0.82,1.14,0.50,0.55,0.59,0.68,0.97
49,100,0.43,0.47,0.62,0.86,1.20,0.52,0.58,0.62,0.72,1.01
50,100,0.45,0.50,0.65,0.90,1.25,0.55,0.60,0.65,0.75,1.06
51,100,0.47,0.52,0.69,0.95,1.32,0.58,0.63,0.68,0.79,1.11
52,100,0.50,0.55,0.72,0.99,1.38,0.60,0.66,0.71,0.83,1.17
53,100,0.52,0.57,0.75,1.04,1.45,0.63,0.70,0.75,0.87,1.22
54,100,0.55,0.60,0.79,1.09,1.52,0.66,0.73,0.79,0.91,1.28
55,100,0.57,0.63,0.83,1.15,1.59,0.70,0.77,0.82,0.95,1.35
56,100,0.60,0.66,0.87,1.20,1.67,0.73,0.80,0.86,1.00,1.41
57,100,0.63,0.70,0.91,1.26,1.75,0.77,0.84,0.91,1.05,1.48
58,100,0.20,0.22,0.29,0.40,0.56,0.24,0.27,0.29,0.33,0.47
59,100,0.21,0.24,0.31,0.43,0.59,0.26,0.29,0.31,0.36,0.50
60,100,0.23,0.25,0.33,0.46,0.63,0.28,0.31,0.33,0.38,0.54
61,100,0.25,0.27,0.36,0.49,0.68,0.30,0.33,0.36,0.41,0.58
62,100,0.25,0.28,0.37,0.50,0.70,0.31,0.34,0.37,0.42,0.60
63,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.31,0.35,0.50
64,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.31,0.35,0.50
65,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.31,0.35,0.50
66,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.31,0.35,0.50
67,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.31,0.35,0.50
68,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.31,0.35,0.50
69,100,0.21,0.23,0.31,0.42,0.58,0.26,0.28,0.31,0.35,0.50
