15,900,180,0.55,0.11,0.40,0.08,0.35,0.07
16,900,180,0.55,0.11,0.40,0.08,0.35,0.07
17,900,180,0.65,0.13,0.45,0.09,0.35,0.07
18,1650,330,1.45,0.29,1.00,0.20,0.85,0.17
19,1650,330,1.65,0.33,1.15,0.23,0.95,0.19
20,1650,330,1.85,0.37,1.30,0.26,1.10,0.22
21,1650,330,2.35,0.47,1.65,0.33,1.35,0.27
22,1650,330,2.70,0.54,1.90,0.38,1.60,0.32
23,1650,330,2.85,0.57,2.00,0.40,1.65,0.33
24,1650,330,3.30,0.66,2.30,0.46,1.90,0.38
25,2550,510,6.50,1.30,4.55,0.91,3.80,0.76
26,2550,510,7.45,1.49,5.20,1.04,4.30,0.86
27,2550,510,8.80,1.76,6.15,1.23,5.10,1.02
28,2550,510,10.30,2.06,7.20,1.44,6.00,1.20
29,2550,510,12.25,2.45,8.55,1.71,7.10,1.42
30,2550,510,14.65,2.93,10.25,2.05,8.50,1.70
31,2550,510,15.95,3.19,11.15,2.23,9.25,1.85
32,2550,510,15.95,3.19,11.15,2.23,9.25,1.85
33,2550,510,15.95,3.19,11.15,2.23,9.25,1.85
34,2550,510,15.95,3.19,11.15,2.23,9.25,1.85
35,2550,510,22.45,4.49,15.70,3.14,13.05,2.61
36,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
37,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
38,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
39,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
40,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
41,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
42,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
43,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
44,2550,510,23.15,4.63,16.20,3.24,13.45,2.69
45,2700,540,17.45,3.49,12.20,2.44,10.15,2.03
46,2700,540,17.45,3.49,12.20,2.44,10.15,2.03
47,2700,540,17.45,3.49,12.20,2.44,10.15,2.03
48,2700,540,17.45,3.49,12.20,2.44,10.15,2.03
49,2700,540,17.45,3.49,12.20,2.44,10.15,2.03
50,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
51,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
52,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
53,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
54,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
55,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
56,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
57,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
58,2800,560,11.65,2.33,8.15,1.63,6.75,1.35
59,2800,560,13.80,2.76,9.65,1.93,8.00,1.60
60,2750,550,15.95,3.19,11.15,2.23,9.25,1.85
61,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
62,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
63,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
64,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
65,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
66,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
67,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
68,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
69,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
