15,900,180,0.35,0.07,0.25,0.05,0.20,0.04
16,900,180,0.35,0.07,0.25,0.05,0.20,0.04
17,900,180,0.35,0.07,0.25,0.05,0.20,0.04
18,1650,330,0.70,0.14,0.50,0.10,0.40,0.08
19,1650,330,0.70,0.14,0.50,0.10,0.40,0.08
20,1650,330,0.70,0.14,0.50,0.10,0.40,0.08
21,1650,330,0.70,0.14,0.50,0.10,0.40,0.08
22,1650,330,0.70,0.14,0.50,0.10,0.40,0.08
23,1650,330,0.70,0.14,0.50,0.10,0.40,0.08
24,1650,330,0.85,0.17,0.60,0.12,0.50,0.10
25,2550,510,1.70,0.34,1.20,0.24,1.00,0.20
26,2550,510,2.35,0.47,1.65,0.33,1.35,0.27
27,2550,510,3.05,0.61,2.15,0.43,1.80,0.36
28,2550,510,3.70,0.74,2.60,0.52,2.15,0.43
29,2550,510,4.10,0.82,2.85,0.57,2.35,0.47
30,2550,510,4.35,0.87,3.05,0.61,2.55,0.51
31,2550,510,4.60,0.92,3.20,0.64,2.65,0.53
32,2550,510,4.95,0.99,3.45,0.69,2.85,0.57
33,2550,510,5.35,1.07,3.75,0.75,3.10,0.62
34,2550,510,5.95,1.19,4.15,0.83,3.45,0.69
35,2550,510,6.80,1.36,4.75,0.95,3.95,0.79
36,2550,510,7.70,1.54,5.40,1.08,4.50,0.90
37,2550,510,8.65,1.73,6.05,1.21,5.00,1.00
38,2550,510,10.10,2.02,7.05,1.41,5.85,1.17
39,2550,510,10.85,2.17,7.60,1.52,6.30,1.26
40,2550,510,12.00,2.40,8.40,1.68,6.95,1.39
41,2550,510,12.30,2.46,8.60,1.72,7.15,1.43
42,2550,510,13.25,2.65,9.25,1.85,7.70,1.54
43,2550,510,13.85,2.77,9.70,1.94,8.05,1.61
44,2550,510,15.50,3.10,10.85,2.17,9.00,1.80
45,2700,540,15.75,3.15,11.00,2.20,9.15,1.83
46,2700,540,15.75,3.15,11.00,2.20,9.15,1.83
47,2700,540,15.75,3.15,11.00,2.20,9.15,1.83
48,2700,540,15.75,3.15,11.00,2.20,9.15,1.83
49,2700,540,15.75,3.15,11.00,2.20,9.15,1.83
50,2800,560,15.75,3.15,11.00,2.20,9.15,1.83
51,2800,560,15.75,3.15,11.00,2.20,9.15,1.83
52,2800,560,15.75,3.15,11.00,2.20,9.15,1.83
53,2800,560,15.75,3.15,11.00,2.20,9.15,1.83
54,2800,560,15.75,3.15,11.00,2.20,9.15,1.83
55,2800,560,15.75,3.15,11.00,2.20,9.15,1.83
56,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
57,2800,560,17.45,3.49,12.20,2.44,10.15,2.03
58,2800,560,11.65,2.33,8.15,1.63,6.75,1.35
59,2800,560,13.80,2.76,9.65,1.93,8.00,1.60
60,2750,550,15.95,3.19,11.15,2.23,9.25,1.85
61,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
62,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
63,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
64,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
65,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
66,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
67,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
68,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
69,2750,550,16.85,3.37,11.80,2.36,9.80,1.96
