15,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
16,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
17,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
18,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
19,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
20,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
21,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
22,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
23,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
24,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
25,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
26,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
27,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
28,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
29,100,0.07,0.07,0.10,0.13,0.19,0.08,0.09,0.10,0.11,0.16
30,100,0.07,0.08,0.10,0.14,0.19,0.09,0.09,0.10,0.12,0.17
31,100,0.07,0.08,0.11,0.15,0.20,0.09,0.10,0.11,0.12,0.17
32,100,0.08,0.09,0.11,0.15,0.21,0.09,0.10,0.11,0.13,0.18
33,100,0.08,0.09,0.12,0.16,0.23,0.10,0.11,0.12,0.14,0.19
34,100,0.09,0.09,0.12,0.17,0.24,0.10,0.11,0.12,0.14,0.20
35,100,0.09,0.10,0.14,0.19,0.26,0.11,0.13,0.14,0.16,0.22
36,100,0.10,0.11,0.14,0.20,0.27,0.12,0.13,0.14,0.16,0.23
37,100,0.10,0.11,0.15,0.21,0.29,0.13,0.14,0.15,0.17,0.24
38,100,0.11,0.12,0.16,0.22,0.30,0.13,0.14,0.16,0.18,0.25
39,100,0.11,0.12,0.16,0.23,0.31,0.14,0.15,0.16,0.19,0.27
40,100,0.13,0.14,0.18,0.25,0.35,0.15,0.17,0.18,0.21,0.30
41,100,0.14,0.16,0.20,0.28,0.39,0.17,0.19,0.20,0.24,0.33
42,100,0.16,0.17,0.23,0.31,0.43,0.19,0.21,0.23,0.26,0.37
43,100,0.17,0.19,0.25,0.35,0.48,0.21,0.23,0.25,0.29,0.41
44,100,0.19,0.21,0.27,0.38,0.52,0.23,0.25,0.27,0.31,0.44
45,100,0.20,0.22,0.29,0.40,0.56,0.24,0.27,0.29,0.33,0.47
46,100,0.22,0.24,0.32,0.44,0.61,0.27,0.29,0.32,0.37,0.52
47,100,0.24,0.27,0.35,0.48,0.67,0.29,0.32,0.35,0.40,0.57
48,100,0.26,0.29,0.38,0.53,0.73,0.32,0.35,0.38,0.44,0.62
49,100,0.29,0.32,0.42,0.58,0.80,0.35,0.39,0.42,0.48,0.68
50,100,0.31,0.35,0.46,0.63,0.87,0.38,0.42,0.45,0.52,0.74
51,100,0.34,0.38,0.50,0.69,0.95,0.42,0.46,0.49,0.57,0.81
52,100,0.37,0.41,0.54,0.74,1.03,0.45,0.50,0.54,0.62,0.87
53,100,0.40,0.45,0.59,0.81,1.12,0.49,0.54,0.58,0.67,0.95
54,100,0.44,0.48,0.64,0.88,1.22,0.53,0.59,0.63,0.73,1.03
55,100,0.48,0.52,0.69,0.95,1.32,0.58,0.64,0.68,0.79,1.12
56,100,0.50,0.55,0.72,1.00,1.38,0.61,0.67,0.72,0.83,1.17
57,100,0.52,0.58,0.76,1.05,1.45,0.64,0.70,0.75,0.87,1.23
58,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
59,100,0.18,0.20,0.26,0.35,0.49,0.22,0.24,0.26,0.30,0.42
60,100,0.19,0.21,0.28,0.38,0.53,0.23,0.26,0.28,0.32,0.45
61,100,0.20,0.23,0.30,0.41,0.57,0.25,0.27,0.30,0.34,0.48
62,100,0.21,0.23,0.30,0.42,0.58,0.26,0.28,0.30,0.35,0.50
63,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
64,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
65,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
66,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
67,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
68,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
69,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
