15,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
16,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
17,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
18,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
19,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
20,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
21,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
22,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
23,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
24,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
25,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
26,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
27,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
28,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
29,100,0.14,0.15,0.20,0.28,0.38,0.17,0.19,0.20,0.23,0.33
30,100,0.14,0.16,0.21,0.29,0.40,0.18,0.19,0.21,0.24,0.34
31,100,0.15,0.17,0.22,0.30,0.42,0.19,0.20,0.22,0.25,0.36
32,100,0.16,0.18,0.23,0.32,0.44,0.19,0.21,0.23,0.27,0.38
33,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
34,100,0.18,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
35,100,0.19,0.21,0.28,0.38,0.53,0.24,0.26,0.28,0.32,0.45
36,100,0.20,0.22,0.29,0.40,0.56,0.25,0.27,0.29,0.34,0.48
37,100,0.21,0.23,0.31,0.42,0.59,0.26,0.28,0.31,0.35,0.50
38,100,0.22,0.24,0.32,0.44,0.62,0.27,0.30,0.32,0.37,0.52
39,100,0.23,0.26,0.34,0.47,0.65,0.28,0.31,0.34,0.39,0.55
40,100,0.24,0.27,0.35,0.49,0.68,0.30,0.33,0.35,0.41,0.58
41,100,0.26,0.28,0.37,0.51,0.71,0.31,0.34,0.37,0.43,0.60
42,100,0.27,0.30,0.39,0.54,0.75,0.33,0.36,0.39,0.45,0.63
43,100,0.28,0.31,0.41,0.56,0.78,0.34,0.38,0.41,0.47,0.66
44,100,0.29,0.32,0.42,0.58,0.81,0.35,0.39,0.42,0.48,0.68
45,100,0.30,0.33,0.43,0.59,0.82,0.36,0.40,0.43,0.49,0.69
46,100,0.31,0.34,0.45,0.62,0.86,0.38,0.41,0.45,0.52,0.73
47,100,0.32,0.36,0.47,0.65,0.90,0.40,0.43,0.47,0.54,0.77
48,100,0.34,0.38,0.49,0.68,0.95,0.41,0.46,0.49,0.57,0.80
49,100,0.36,0.39,0.52,0.72,0.99,0.43,0.48,0.51,0.59,0.84
50,100,0.37,0.41,0.54,0.75,1.04,0.46,0.50,0.54,0.62,0.88
51,100,0.39,0.43,0.57,0.79,1.09,0.48,0.53,0.57,0.65,0.92
52,100,0.41,0.45,0.60,0.82,1.14,0.50,0.55,0.59,0.68,0.97
53,100,0.43,0.48,0.63,0.86,1.20,0.53,0.58,0.62,0.72,1.02
54,100,0.45,0.50,0.66,0.91,1.26,0.55,0.61,0.65,0.75,1.07
55,100,0.48,0.52,0.69,0.95,1.32,0.58,0.64,0.68,0.79,1.12
56,100,0.50,0.55,0.72,1.00,1.38,0.61,0.67,0.72,0.83,1.17
57,100,0.52,0.58,0.76,1.05,1.45,0.64,0.70,0.75,0.87,1.23
58,100,0.17,0.18,0.24,0.33,0.46,0.20,0.22,0.24,0.28,0.39
59,100,0.18,0.20,0.26,0.35,0.49,0.22,0.24,0.26,0.30,0.42
60,100,0.19,0.21,0.28,0.38,0.53,0.23,0.26,0.28,0.32,0.45
61,100,0.20,0.23,0.30,0.41,0.57,0.25,0.27,0.30,0.34,0.48
62,100,0.21,0.23,0.30,0.42,0.58,0.26,0.28,0.30,0.35,0.50
63,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
64,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
65,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
66,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
67,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
68,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
69,100,0.17,0.19,0.25,0.35,0.49,0.21,0.23,0.25,0.29,0.41
